Node	Node_Name	Node_Type
DOID:1742	drug psychosis	Disease
DOID:1749	squamous cell carcinoma	Disease
DOID:175	vascular cancer	Disease
DOID:1754	mitral valve stenosis	Disease
DOID:1756	facial nerve disease	Disease
DOID:1757	facial hemiatrophy	Disease
DOID:1759	American histoplasmosis	Disease
DOID:1761	Melkersson-Rosenthal syndrome	Disease
DOID:1762	cheilitis	Disease
DOID:1770	toxic megacolon	Disease
DOID:178	vascular disease	Disease
DOID:1781	thyroid cancer	Disease
DOID:1785	pituitary cancer	Disease
DOID:1786	adrenal rest tumor	Disease
DOID:1787	pericarditis	Disease
DOID:1793	pancreatic cancer	Disease
DOID:1799	islet cell tumor	Disease
DOID:180	ossifying fibroma	Disease
DOID:1800	neuroendocrine carcinoma	Disease
DOID:1802	mononeuritis	Disease
DOID:1803	neuritis	Disease
DOID:1811	reflex sympathetic dystrophy	Disease
DOID:182	calcinosis	Disease
DOID:1824	status epilepticus	Disease
DOID:1825	childhood absence epilepsy	Disease
DOID:1826	epilepsy	Disease
DOID:1827	idiopathic generalized epilepsy	Disease
DOID:1829	urethral stricture	Disease
DOID:1835	mononeuritis multiplex	Disease
DOID:1837	diabetic ketoacidosis	Disease
DOID:1838	Menkes disease	Disease
DOID:184	bone cancer	Disease
DOID:1849	cannabis dependence	Disease
DOID:1852	intrahepatic cholestasis	Disease
DOID:1856	cherubism	Disease
DOID:1858	McCune Albright syndrome	Disease
DOID:1862	jaw cancer	Disease
DOID:1863	skull cancer	Disease
DOID:1866	giant cell reparative granuloma	Disease
DOID:1882	atrial heart septal defect	Disease
DOID:1883	hepatitis C	Disease
DOID:1884	viral hepatitis	Disease
DOID:1891	optic nerve disease	Disease
DOID:1896	sigmoid neoplasm	Disease
DOID:1897	sigmoid disease	Disease
DOID:1907	malignant fibroxanthoma	Disease
DOID:1909	melanoma	Disease
DOID:1911	endodermal sinus tumor	Disease
DOID:1919	Lesch-Nyhan syndrome	Disease
DOID:192	sex cord-gonadal stromal tumor	Disease
DOID:1920	hyperuricemia	Disease
DOID:1921	Klinefelter's syndrome	Disease
DOID:1923	sex differentiation disease	Disease
DOID:1924	hypogonadism	Disease
DOID:1926	Gaucher's disease	Disease
DOID:1928	Williams-Beuren syndrome	Disease
DOID:1929	supravalvular aortic stenosis	Disease
DOID:1930	Laurence-Moon syndrome	Disease
DOID:1931	hypothalamic disease	Disease
DOID:1932	Angelman syndrome	Disease
DOID:1933	Rubinstein-Taybi syndrome	Disease
DOID:1934	dysostosis	Disease
DOID:1935	Bardet-Biedl syndrome	Disease
DOID:1936	atherosclerosis	Disease
DOID:1947	trichomoniasis	Disease
DOID:1949	cholecystitis	Disease
DOID:1962	fallopian tube disease	Disease
DOID:1963	fallopian tube carcinoma	Disease
DOID:1964	fallopian tube cancer	Disease
DOID:1967	leiomyosarcoma	Disease
DOID:1969	cerebral palsy	Disease
DOID:1984	rectal neoplasm	Disease
DOID:1993	rectum cancer	Disease
DOID:1998	Lutembacher's syndrome	Disease
DOID:200	giant cell tumor	Disease
DOID:2001	neuroma	Disease
DOID:2006	preretinal fibrosis	Disease
DOID:201	connective tissue cancer	Disease
DOID:2018	hyperinsulinism	Disease
DOID:203	exostosis	Disease
DOID:2033	communication disorder	Disease
DOID:2034	encephalomalacia	Disease
DOID:204	enthesopathy	Disease
DOID:2043	hepatitis B	Disease
DOID:2047	hepatitis D	Disease
DOID:2048	autoimmune hepatitis	Disease
DOID:205	hyperostosis	Disease
DOID:2051	maxillary sinusitis	Disease
DOID:2058	chronic mucocutaneous candidiasis	Disease
DOID:2059	vulvar disease	Disease
DOID:206	hereditary multiple exostoses	Disease
DOID:2065	syringoma	Disease
DOID:2074	intestinal perforation	Disease
DOID:2089	constipation	Disease
DOID:210	heel spur	Disease
DOID:2106	myotonia congenita	Disease
DOID:2112	cystoisosporiasis	Disease
DOID:2113	coccidiosis	Disease
DOID:2149	urogenital tuberculosis	Disease
DOID:2154	nephroblastoma	Disease
DOID:216	dental caries	Disease
DOID:2170	vaginitis	Disease
DOID:2173	eyelid benign neoplasm	Disease
DOID:2174	ocular cancer	Disease
DOID:2187	amelogenesis imperfecta	Disease
DOID:219	colon cancer	Disease
DOID:2211	factor XIII deficiency	Disease
DOID:2212	coagulation protein disease	Disease
DOID:2213	hemorrhagic disease	Disease
DOID:2214	inherited blood coagulation disease	Disease
DOID:2215	factor VII deficiency	Disease
DOID:2216	factor V deficiency	Disease
DOID:2217	Bernard-Soulier syndrome	Disease
DOID:2218	blood platelet disease	Disease
DOID:2219	Glanzmann's thrombasthenia	Disease
DOID:2222	factor X deficiency	Disease
DOID:2224	essential thrombocythemia	Disease
DOID:2228	thrombocytosis	Disease
DOID:2229	factor XI deficiency	Disease
DOID:223	basilar artery insufficiency	Disease
DOID:2231	factor XII deficiency	Disease
DOID:2234	focal epilepsy	Disease
DOID:2235	prothrombin deficiency	Disease
DOID:2236	congenital afibrinogenemia	Disease
DOID:2237	hepatitis	Disease
DOID:224	transient cerebral ischemia	Disease
DOID:2247	spondylosis	Disease
DOID:225	syndrome	Disease
DOID:2253	cervix disease	Disease
DOID:2256	osteochondrodysplasia	Disease
DOID:227	ankylosis	Disease
DOID:2272	vulvovaginal candidiasis	Disease
DOID:2273	vulvovaginitis	Disease
DOID:2275	pharyngitis	Disease
DOID:2280	hidradenitis suppurativa	Disease
DOID:2282	hidradenitis	Disease
DOID:229	female reproductive system disease	Disease
DOID:2297	leptospirosis	Disease
DOID:230	lateral sclerosis	Disease
DOID:2300	spondylolysis	Disease
DOID:231	motor neuron disease	Disease
DOID:2312	nocardiosis	Disease
DOID:2316	brain ischemia	Disease
DOID:2320	obstructive lung disease	Disease
DOID:2321	dyspepsia	Disease
DOID:2326	gastroenteritis	Disease
DOID:2338	mandibular cancer	Disease
DOID:2339	Crouzon syndrome	Disease
DOID:2340	craniosynostosis	Disease
DOID:2348	arteriosclerotic cardiovascular disease	Disease
DOID:2349	arteriosclerosis	Disease
DOID:235	colonic benign neoplasm	Disease
DOID:2351	iron metabolism disease	Disease
DOID:2352	hemochromatosis	Disease
DOID:2354	myelophthisic anemia	Disease
DOID:2355	anemia	Disease
DOID:2361	macrocytic anemia	Disease
DOID:2364	post-thrombotic syndrome	Disease
DOID:2365	West Nile encephalitis	Disease
DOID:2366	West Nile fever	Disease
DOID:2367	neuroaxonal dystrophy	Disease
DOID:2368	gangliosidosis	Disease
DOID:2373	hereditary elliptocytosis	Disease
DOID:2377	multiple sclerosis	Disease
DOID:2378	relapsing-remitting multiple sclerosis	Disease
DOID:238	pupil disease	Disease
DOID:2382	kernicterus	Disease
DOID:2383	neonatal jaundice	Disease
DOID:2384	Wernicke encephalopathy	Disease
DOID:2394	ovarian cancer	Disease
DOID:240	iris disease	Disease
DOID:2409	rhinosporidiosis	Disease
DOID:2411	granular cell tumor	Disease
DOID:2426	gangliocytoma	Disease
DOID:2431	glomus tumor	Disease
DOID:2436	glomangioma	Disease
DOID:2449	acromegaly	Disease
DOID:2451	protein S deficiency	Disease
DOID:2452	thrombophilia	Disease
DOID:2457	giant papillary conjunctivitis	Disease
DOID:2474	vernal conjunctivitis	Disease
DOID:2476	hereditary spastic paraplegia	Disease
DOID:2477	motor peripheral neuropathy	Disease
DOID:2479	central nervous system origin vertigo	Disease
DOID:248	trachea leiomyoma	Disease
DOID:2481	infantile epileptic encephalopathy	Disease
DOID:2485	phosphorus metabolism disease	Disease
DOID:2491	sensory peripheral neuropathy	Disease
DOID:2498	tooth erosion	Disease
DOID:2508	Takayasu's arteritis	Disease
DOID:2510	Kluver-Bucy syndrome	Disease
DOID:2513	basal cell carcinoma	Disease
DOID:2518	orchitis	Disease
DOID:2519	testicular disease	Disease
DOID:252	alcoholic psychosis	Disease
DOID:2527	nephrosis	Disease
DOID:2529	splenic disease	Disease
DOID:2531	hematologic cancer	Disease
DOID:2533	splenic infarction	Disease
DOID:2536	chronic inflammatory demyelinating polyneuritis	Disease
DOID:2538	Landau-Kleffner syndrome	Disease
DOID:2548	reflex epilepsy	Disease
DOID:255	hemangioma	Disease
DOID:2555	granulomatous angiitis	Disease
DOID:2556	relapsing polychondritis	Disease
DOID:2557	chondromalacia	Disease
DOID:2559	opiate dependence	Disease
DOID:2560	morphine dependence	Disease
DOID:2562	suppurative periapical periodontitis	Disease
DOID:2565	macular corneal dystrophy	Disease
DOID:2566	corneal dystrophy	Disease
DOID:2568	cervicitis	Disease
DOID:2569	retinal drusen	Disease
DOID:2571	Langerhans-cell histiocytosis	Disease
DOID:2581	chondrodysplasia punctata	Disease
DOID:2583	agammaglobulinemia	Disease
DOID:2596	larynx cancer	Disease
DOID:2598	laryngeal benign neoplasm	Disease
DOID:2602	chondroma	Disease
DOID:2609	adenomyoma	Disease
DOID:2615	papilloma	Disease
DOID:2626	choroid plexus papilloma	Disease
DOID:263	kidney cancer	Disease
DOID:2634	cystadenoma	Disease
DOID:2636	ovarian Brenner tumor	Disease
DOID:264	hemangiopericytoma	Disease
DOID:2640	struma ovarii	Disease
DOID:2645	benign mesothelioma	Disease
DOID:2649	chondroblastoma	Disease
DOID:2653	benign fibrous mesothelioma	Disease
DOID:2658	dermoid cyst	Disease
DOID:2661	myoepithelioma	Disease
DOID:2664	sweat gland neoplasm	Disease
DOID:2668	mesenchymoma	Disease
DOID:2671	transitional cell carcinoma	Disease
DOID:2689	lymphangiosarcoma	Disease
DOID:2691	myoma	Disease
DOID:2696	Leydig cell tumor	Disease
DOID:2701	nodular tenosynovitis	Disease
DOID:2702	pigmented villonodular synovitis	Disease
DOID:2703	synovitis	Disease
DOID:2708	mushroom workers' lung	Disease
DOID:2710	sick building syndrome	Disease
DOID:2712	phimosis	Disease
DOID:2717	Bloom syndrome	Disease
DOID:2718	hemopneumothorax	Disease
DOID:2722	acrodermatitis	Disease
DOID:2723	dermatitis	Disease
DOID:2725	capillary hemangioma	Disease
DOID:2729	dyskeratosis congenita	Disease
DOID:2730	epidermolysis bullosa	Disease
DOID:2731	vesiculobullous skin disease	Disease
DOID:2732	Rothmund-Thomson syndrome	Disease
DOID:2734	keratosis follicularis	Disease
DOID:2738	pseudoxanthoma elasticum	Disease
DOID:2739	Gilbert syndrome	Disease
DOID:2741	bilirubin metabolic disorder	Disease
DOID:2742	auditory system disease	Disease
DOID:2744	pyelitis	Disease
DOID:2746	glycogen storage disease V	Disease
DOID:2747	glycogen storage disease	Disease
DOID:2748	glycogen storage disease III	Disease
DOID:2749	glycogen storage disease I	Disease
DOID:2750	glycogen storage disease IV	Disease
DOID:2752	glycogen storage disease II	Disease
DOID:2755	Mycobacterium avium complex disease	Disease
DOID:2768	transient tic disorder	Disease
DOID:2769	tic disorder	Disease
DOID:277	chorioangioma	Disease
DOID:2772	irritant dermatitis	Disease
DOID:2773	contact dermatitis	Disease
DOID:2785	Dandy-Walker syndrome	Disease
DOID:2786	cerebellar disease	Disease
DOID:2789	parasitic protozoa infectious disease	Disease
DOID:2797	idiopathic interstitial pneumonia	Disease
DOID:2799	bronchiolitis obliterans	Disease
DOID:28	endocrine system disease	Disease
DOID:2810	middle lobe syndrome	Disease
DOID:2815	cranial nerve malignant neoplasm	Disease
DOID:2825	nose disease	Disease
DOID:2828	acalculous cholecystitis	Disease
DOID:2841	asthma	Disease
DOID:2842	Jervell-Lange Nielsen syndrome	Disease
DOID:2843	long QT syndrome	Disease
DOID:2846	bruxism	Disease
DOID:285	hairy cell leukemia	Disease
DOID:2855	hyperthyroxinemia	Disease
DOID:2856	euthyroid sick syndrome	Disease
DOID:2859	hemoglobin C disease	Disease
DOID:2860	hemoglobinopathy	Disease
DOID:2861	congenital nonspherocytic hemolytic anemia	Disease
DOID:2862	glucosephosphate dehydrogenase deficiency	Disease
DOID:2871	endometrial carcinoma	Disease
DOID:288	endometriosis of uterus	Disease
DOID:2883	prostatic adenoma	Disease
DOID:2889	retrocochlear disease	Disease
DOID:289	endometriosis	Disease
DOID:2891	thyroid adenoma	Disease
DOID:2907	Goldenhar syndrome	Disease
DOID:2908	Treacher Collins syndrome	Disease
DOID:2916	hypersensitivity reaction type IV disease	Disease
DOID:2917	cryoglobulinemia	Disease
DOID:2920	membranoproliferative glomerulonephritis	Disease
DOID:2921	glomerulonephritis	Disease
DOID:2926	Klippel-Trenaunay syndrome	Disease
DOID:2929	Newcastle disease	Disease
DOID:2934	aleutian mink disease	Disease
DOID:2935	Chediak-Higashi syndrome	Disease
DOID:2942	bronchiolitis	Disease
DOID:2945	severe acute respiratory syndrome	Disease
DOID:2951	motion sickness	Disease
DOID:2952	inner ear disease	Disease
DOID:2957	pulmonary tuberculosis	Disease
DOID:2960	photosensitive trichothiodystrophy	Disease
DOID:2962	Cockayne syndrome	Disease
DOID:2964	periarthritis	Disease
DOID:2965	bursitis	Disease
DOID:2972	renal artery obstruction	Disease
DOID:2973	kidney cortex necrosis	Disease
DOID:2975	cystic kidney disease	Disease
DOID:2977	primary hyperoxaluria	Disease
DOID:2978	carbohydrate metabolic disorder	Disease
DOID:2981	kidney papillary necrosis	Disease
DOID:2982	perinephritis	Disease
DOID:2983	anuria	Disease
DOID:2986	IgA glomerulonephritis	Disease
DOID:2987	familial Mediterranean fever	Disease
DOID:2988	antiphospholipid syndrome	Disease
DOID:299	adenocarcinoma	Disease
DOID:2994	germ cell cancer	Disease
DOID:2997	Sertoli-Leydig cell tumor	Disease
DOID:2998	testicular cancer	Disease
DOID:2999	granulosa cell tumor	Disease
DOID:3008	invasive ductal carcinoma	Disease
DOID:302	substance abuse	Disease
DOID:3021	acute kidney failure	Disease
DOID:303	substance-related disorder	Disease
DOID:3030	mucinous adenocarcinoma	Disease
DOID:3042	allergic contact dermatitis	Disease
DOID:3044	food allergy	Disease
DOID:3049	Churg-Strauss syndrome	Disease
DOID:305	carcinoma	Disease
DOID:3052	Balkan nephropathy	Disease
DOID:3055	paratyphoid fever	Disease
DOID:3068	glioblastoma multiforme	Disease
DOID:3069	astrocytoma	Disease
DOID:3070	malignant glioma	Disease
DOID:3074	giant cell glioblastoma	Disease
DOID:3078	grade III astrocytoma	Disease
DOID:308	early myoclonic encephalopathy	Disease
DOID:3081	cystic lymphangioma	Disease
DOID:3082	interstitial lung disease	Disease
DOID:3083	chronic obstructive pulmonary disease	Disease
DOID:3087	gingivitis	Disease
DOID:3093	nervous system cancer	Disease
DOID:3095	germ cell and embryonal cancer	Disease
DOID:3098	small cell sarcoma	Disease
DOID:310	MERRF syndrome	Disease
DOID:3103	thoracic outlet syndrome	Disease
DOID:3108	ascaridiasis	Disease
DOID:3111	cystadenocarcinoma	Disease
DOID:3112	papillary adenocarcinoma	Disease
DOID:3113	papillary carcinoma	Disease
DOID:3114	serous cystadenocarcinoma	Disease
DOID:3119	gastrointestinal system cancer	Disease
DOID:3121	gallbladder cancer	Disease
DOID:3122	gastric outlet obstruction	Disease
DOID:3127	proctitis	Disease
DOID:3128	anus disease	Disease
DOID:3132	porphyria cutanea tarda	Disease
DOID:3133	acute porphyria	Disease
DOID:3134	facial dermatosis	Disease
DOID:3136	scalp dermatosis	Disease
DOID:3138	acanthosis nigricans	Disease
DOID:314	tenosynovial giant cell tumor	Disease
DOID:3140	scleredema adultorum	Disease
DOID:3141	mucinoses	Disease
DOID:3142	leg dermatosis	Disease
DOID:3144	cutis laxa	Disease
DOID:3145	hyperlipoproteinemia type III	Disease
DOID:3146	lipid metabolism disorder	Disease
DOID:3149	keratoacanthoma	Disease
DOID:3153	lipomatosis	Disease
DOID:3156	hypomelanosis of Ito	Disease
DOID:3158	hand dermatosis	Disease
DOID:3159	photosensitivity disease	Disease
DOID:3165	skin benign neoplasm	Disease
DOID:3168	squamous cell neoplasm	Disease
DOID:3172	papillary adenoma	Disease
DOID:3179	inverted papilloma	Disease
DOID:318	progressive muscular atrophy	Disease
DOID:3181	oligodendroglioma	Disease
DOID:3183	childhood oligodendroglioma	Disease
DOID:3186	adult oligodendroglioma	Disease
DOID:319	spinal cord disease	Disease
DOID:3191	nemaline myopathy	Disease
DOID:3192	neurilemmoma	Disease
DOID:3193	peripheral nerve sheath neoplasm	Disease
DOID:321	tropical spastic paraparesis	Disease
DOID:3210	Pelizaeus-Merzbacher disease	Disease
DOID:3211	lysosomal storage disease	Disease
DOID:3213	demyelinating disease	Disease
DOID:3218	jejunal neoplasm	Disease
DOID:322	myelitis	Disease
DOID:3222	causalgia	Disease
DOID:3223	complex regional pain syndrome	Disease
DOID:3225	tracheal disease	Disease
DOID:3227	tracheal stenosis	Disease
DOID:3229	gastric dilatation	Disease
DOID:3230	high pressure neurological syndrome	Disease
DOID:3240	aspiration pneumonitis	Disease
DOID:3241	lipid pneumonia	Disease
DOID:3246	embryonal rhabdomyosarcoma	Disease
DOID:3247	rhabdomyosarcoma	Disease
DOID:326	ischemia	Disease
DOID:3261	Job's syndrome	Disease
DOID:3262	phagocyte bactericidal dysfunction	Disease
DOID:3263	piebaldism	Disease
DOID:3265	chronic granulomatous disease	Disease
DOID:327	syringomyelia	Disease
DOID:3275	thymoma	Disease
DOID:3277	thymus cancer	Disease
DOID:3284	thymic carcinoma	Disease
DOID:3298	vaccinia	Disease
DOID:3301	gonadoblastoma	Disease
DOID:3302	chordoma	Disease
DOID:3304	germinoma	Disease
DOID:3307	teratoma	Disease
DOID:3309	neurodermatitis	Disease
DOID:331	central nervous system disease	Disease
DOID:3310	atopic dermatitis	Disease
DOID:3314	angiomyolipoma	Disease
DOID:3315	lipoma	Disease
DOID:3319	lymphangioleiomyomatosis	Disease
DOID:332	amyotrophic lateral sclerosis	Disease
DOID:3320	Tay-Sachs disease	Disease
DOID:3322	gangliosidosis GM1	Disease
DOID:3323	Sandhoff disease	Disease
DOID:3325	hyperglobulinemic purpura	Disease
DOID:3326	purpura	Disease
DOID:3327	partial motor epilepsy	Disease
DOID:3328	temporal lobe epilepsy	Disease
DOID:3329	benign epilepsy with centrotemporal spikes	Disease
DOID:3330	partial sensory epilepsy	Disease
DOID:3331	frontal lobe epilepsy	Disease
DOID:3332	haemonchiasis	Disease
DOID:3341	osteitis fibrosa	Disease
DOID:3342	bone inflammation disease	Disease
DOID:3343	glycoproteinosis	Disease
DOID:3345	xanthomatosis	Disease
DOID:3347	osteosarcoma	Disease
DOID:3355	fibrosarcoma	Disease
DOID:3362	coronary aneurysm	Disease
DOID:3369	Ewing sarcoma	Disease
DOID:3371	chondrosarcoma	Disease
DOID:338	cranial nerve neoplasm	Disease
DOID:3382	liposarcoma	Disease
DOID:3385	bacterial vaginosis	Disease
DOID:3388	periodontal disease	Disease
DOID:339	accessory nerve disease	Disease
DOID:3390	palmoplantar keratosis	Disease
DOID:3393	coronary artery disease	Disease
DOID:3401	inappropriate ADH syndrome	Disease
DOID:3405	histiocytosis	Disease
DOID:3407	carotid artery disease	Disease
DOID:341	peripheral vascular disease	Disease
DOID:3410	carotid artery thrombosis	Disease
DOID:3413	alpha-mannosidosis	Disease
DOID:3419	optic nerve neoplasm	Disease
DOID:3426	vestibular disease	Disease
DOID:3429	inclusion body myositis	Disease
DOID:3437	laryngitis	Disease
DOID:345	uterine disease	Disease
DOID:3450	cutaneous Paget's disease	Disease
DOID:3454	brain infarction	Disease
DOID:3457	invasive lobular carcinoma	Disease
DOID:3459	breast carcinoma	Disease
DOID:3463	breast disease	Disease
DOID:3478	iris cancer	Disease
DOID:3479	uveal cancer	Disease
DOID:3480	uveal disease	Disease
DOID:3481	septicemic plague	Disease
DOID:3482	plague	Disease
DOID:3486	necrobiosis lipoidica	Disease
DOID:3488	cellulitis	Disease
DOID:349	systemic mastocytosis	Disease
DOID:3490	Noonan syndrome	Disease
DOID:3491	Turner syndrome	Disease
DOID:3492	mixed connective tissue disease	Disease
DOID:3493	signet ring cell adenocarcinoma	Disease
DOID:350	mastocytosis	Disease
DOID:3522	lateral medullary syndrome	Disease
DOID:3523	brain stem infarction	Disease
DOID:3525	middle cerebral artery infarction	Disease
DOID:3526	cerebral infarction	Disease
DOID:3527	cerebral arterial disease	Disease
DOID:3528	anterior cerebral artery infarction	Disease
DOID:3529	central core myopathy	Disease
DOID:3534	Lafora disease	Disease
DOID:3535	Unverricht-Lundborg syndrome	Disease
DOID:3541	cerebral ventricle cancer	Disease
DOID:355	mast-cell sarcoma	Disease
DOID:3557	superior mesenteric artery syndrome	Disease
DOID:3558	duodenal obstruction	Disease
DOID:3565	meningioma	Disease
DOID:3571	liver cancer	Disease
DOID:3572	intracranial sinus thrombosis	Disease
DOID:3574	lateral sinus thrombosis	Disease
DOID:3575	cavernous sinus thrombosis	Disease
DOID:3576	sagittal sinus thrombosis	Disease
DOID:3577	Sertoli cell tumor	Disease
DOID:3587	pancreatic ductal carcinoma	Disease
DOID:3590	gestational trophoblastic neoplasm	Disease
DOID:3594	choriocarcinoma	Disease
DOID:3602	toxic encephalopathy	Disease
DOID:3603	mucinous cystadenocarcinoma	Disease
DOID:3611	acute retinal necrosis syndrome	Disease
DOID:3612	retinitis	Disease
DOID:3614	Kallmann syndrome	Disease
DOID:3616	angiolipoma	Disease
DOID:3618	epidural neoplasm	Disease
DOID:3620	central nervous system cancer	Disease
DOID:3627	aortic aneurysm	Disease
DOID:363	uterine cancer	Disease
DOID:3635	congenital myasthenic syndrome	Disease
DOID:3642	empty sella syndrome	Disease
DOID:3644	hypothalamic neoplasm	Disease
DOID:3649	pyruvate decarboxylase deficiency	Disease
DOID:365	bladder disease	Disease
DOID:3650	lactic acidosis	Disease
DOID:3652	Leigh disease	Disease
DOID:3659	sialuria	Disease
DOID:3663	cutaneous mastocytosis	Disease
DOID:3665	diffuse cutaneous mastocytosis	Disease
DOID:3669	intermittent claudication	Disease
DOID:367	olfactory nerve disease	Disease
DOID:3671	pericoronitis	Disease
DOID:3672	rhabdoid cancer	Disease
DOID:3677	pulmonary plasma cell granuloma	Disease
DOID:3683	lung benign neoplasm	Disease
DOID:3687	MELAS syndrome	Disease
DOID:3689	brachial plexus neuritis	Disease
DOID:369	olfactory neuroblastoma	Disease
DOID:3690	brachial plexus neuropathy	Disease
DOID:37	skin disease	Disease
DOID:3721	plasmacytoma	Disease
DOID:3733	theileriasis	Disease
DOID:3737	verrucous carcinoma	Disease
DOID:374	nutrition disease	Disease
DOID:3753	Hermansky-Pudlak syndrome	Disease
DOID:3756	protein C deficiency	Disease
DOID:3762	cytochrome-c oxidase deficiency disease	Disease
DOID:3763	hermaphroditism	Disease
DOID:3765	pseudohermaphroditism	Disease
DOID:3766	leukorrhea	Disease
DOID:3767	vaginal discharge	Disease
DOID:3770	pulmonary fibrosis	Disease
DOID:3772	intraventricular meningioma	Disease
DOID:3777	granuloma annulare	Disease
DOID:3781	anovulation	Disease
DOID:3783	Coffin-Lowry syndrome	Disease
DOID:3798	pleural empyema	Disease
DOID:3803	Crigler-Najjar syndrome	Disease
DOID:3805	porokeratosis	Disease
DOID:381	arthropathy	Disease
DOID:3817	cranial nerve palsy	Disease
DOID:3818	photoallergic dermatitis	Disease
DOID:3819	toxicodendron dermatitis	Disease
DOID:3821	posterior cerebral artery infarction	Disease
DOID:3825	Shwartzman phenomenon	Disease
DOID:3827	congenital diaphragmatic hernia	Disease
DOID:3828	chromophobe adenoma	Disease
DOID:3829	pituitary adenoma	Disease
DOID:384	Wolff-Parkinson-White syndrome	Disease
DOID:3840	craniopharyngioma	Disease
DOID:3842	skull base cancer	Disease
DOID:3846	adamantinous craniopharyngioma	Disease
DOID:3847	papillary craniopharyngioma	Disease
DOID:3852	Peutz-Jeghers syndrome	Disease
DOID:3856	male reproductive organ cancer	Disease
DOID:3861	medullomyoblastoma	Disease
DOID:3864	adult medulloblastoma	Disease
DOID:3868	melanotic medulloblastoma	Disease
DOID:3869	childhood medulloblastoma	Disease
DOID:3875	thrombophlebitis	Disease
DOID:3876	colonic pseudo-obstruction	Disease
DOID:3877	functional colonic disease	Disease
DOID:3878	intestinal pseudo-obstruction	Disease
DOID:3883	Lynch syndrome	Disease
DOID:3890	acute intermittent porphyria	Disease
DOID:3891	placental insufficiency	Disease
DOID:3892	insulinoma	Disease
DOID:3896	hidradenoma	Disease
DOID:3901	vulvitis	Disease
DOID:3904	bronchus carcinoma	Disease
DOID:3906	bronchial neoplasm	Disease
DOID:3908	non-small cell lung carcinoma	Disease
DOID:3911	progeria	Disease
DOID:3928	adiposis dolorosa	Disease
DOID:3933	anterior compartment syndrome	Disease
DOID:3947	adrenal gland hyperfunction	Disease
DOID:3948	adrenocortical carcinoma	Disease
DOID:3952	adrenal cortex disease	Disease
DOID:3953	adrenal gland cancer	Disease
DOID:3962	follicular thyroid carcinoma	Disease
DOID:3963	thyroid carcinoma	Disease
DOID:397	restrictive cardiomyopathy	Disease
DOID:3981	pantothenate kinase-associated neurodegeneration	Disease
DOID:3982	Meige syndrome	Disease
DOID:3985	ostertagiasis	Disease
DOID:399	tuberculosis	Disease
DOID:4	disease	Disease
DOID:401	multidrug-resistant tuberculosis	Disease
DOID:4015	spindle cell carcinoma	Disease
DOID:402	oral tuberculosis	Disease
DOID:4022	ureterocele	Disease
DOID:4029	gastritis	Disease
DOID:403	mouth disease	Disease
DOID:404	gastrointestinal tuberculosis	Disease
DOID:4045	muscle cancer	Disease
DOID:4051	alveolar rhabdomyosarcoma	Disease
DOID:407	hepatic tuberculosis	Disease
DOID:4071	duodenogastric reflux	Disease
DOID:4072	duodenal disease	Disease
DOID:4078	tricuspid valve stenosis	Disease
DOID:4079	heart valve disease	Disease
DOID:4080	tricuspid valve insufficiency	Disease
DOID:4085	trophoblastic neoplasm	Disease
DOID:409	liver disease	Disease
DOID:4090	agnosia	Disease
DOID:4109	tick infestation	Disease
DOID:4110	parasitic ectoparasitic infectious disease	Disease
DOID:4123	nail disease	Disease
DOID:4131	erythrasma	Disease
DOID:4136	myxosarcoma	Disease
DOID:4137	common bile duct disease	Disease
DOID:4138	bile duct disease	Disease
DOID:4140	biliary dyskinesia	Disease
DOID:4141	intraorbital meningioma	Disease
DOID:4143	orbital cancer	Disease
DOID:4154	dentinogenesis imperfecta	Disease
DOID:4159	skin cancer	Disease
DOID:4163	ganglioneuroblastoma	Disease
DOID:4166	syphilis	Disease
DOID:418	systemic scleroderma	Disease
DOID:4183	pseudopseudohypoparathyroidism	Disease
DOID:4184	pseudohypoparathyroidism	Disease
DOID:4186	articulation disorder	Disease
DOID:4188	echolalia	Disease
DOID:4189	mutism	Disease
DOID:419	scleroderma	Disease
DOID:4193	intracranial thrombosis	Disease
DOID:4194	glucose metabolism disease	Disease
DOID:4195	hyperglycemia	Disease
DOID:4196	femoral neuropathy	Disease
DOID:420	hypertrichosis	Disease
DOID:4201	peroneal neuropathy	Disease
DOID:4203	brain stem cancer	Disease
DOID:4205	cerebellum cancer	Disease
DOID:421	hair disease	Disease
DOID:4210	clear cell meningioma	Disease
DOID:4217	malignant ovarian Brenner tumor	Disease
DOID:422	congenital structural myopathy	Disease
DOID:4223	pyoderma	Disease
DOID:4226	endometrial stromal sarcoma	Disease
DOID:423	myopathy	Disease
DOID:4235	spindle cell sarcoma	Disease
DOID:4236	carcinosarcoma	Disease
DOID:4247	coronary restenosis	Disease
DOID:4248	coronary stenosis	Disease
DOID:4249	Gerstmann-Straussler-Scheinker syndrome	Disease
DOID:4251	conjunctival disease	Disease
DOID:4252	Alexander disease	Disease
DOID:4253	melorheostosis	Disease
DOID:4254	osteosclerosis	Disease
DOID:4257	Caffey disease	Disease
DOID:4258	Weissenbacher-Zweymuller syndrome	Disease
DOID:4260	gait apraxia	Disease
DOID:4265	angiomyoma	Disease
DOID:4267	akinetic mutism	Disease
DOID:4270	encephalitozoonosis	Disease
DOID:4271	microsporidiosis	Disease
DOID:4297	scimitar syndrome	Disease
DOID:4305	bone giant cell tumor	Disease
DOID:4306	radiculopathy	Disease
